nombre,inicia,termina,tipo_via,vel_max,latitud,longitud,geo_shape
Av. Guerra de Reforma,Eje 4 Sur Canal de Tezontle,Canal del Moral,Arteria principal,50,19.37820191,-99.06966554,"{""type"": ""LineString"", ""coordinates"": [[-99.0685688999664, 19.383828682186603], [-99.0689260211482, 19.382213979586044], [-99.06928350755496, 19.38028364072615], [-99.06979591485513, 19.377590553117546], [-99.07006011531749, 19.376201943962375], [-99.07067449208948, 19.37255837095644]]}"
Cazuela,Eje 5 Sur Leyes de Reforma,Eje 5 Oriente Av. Lic. Javier Rojo Gomez,Arteria principal,50,19.37593076,-99.08068235,"{""type"": ""LineString"", ""coordinates"": [[-99.08064436336028, 19.37943063343068], [-99.08076925875008, 19.377292842945305], [-99.08080138216215, 19.375065668014408], [-99.0807656903501, 19.374101985762362], [-99.08064790700146, 19.3735130692056], [-99.08041947823614, 19.37306335165778], [-99.07990162207572, 19.372738444368238]]}"
Av. Division del Norte,Viaducto Miguel Aleman,Eje Central Ajusco,Arteria principal,50,19.37946531,-99.1603984,"{""type"": ""LineString"", ""coordinates"": [[-99.17023923820965, 19.399844138945344], [-99.16978835914469, 19.39804875816256], [-99.16950775332359, 19.39689079166214], [-99.16930899021172, 19.39629526298475], [-99.16893484925102, 19.39579898707562], [-99.167344749286, 19.394012382775614], [-99.16555588618313, 19.391927985350762], [-99.16473512494665, 19.39103192162755], [-99.16429315853235, 19.390549401257275], [-99.16345675455236, 19.389593363478657], [-99.16329934609158, 19.389413439012838], [-99.16224707387939, 19.388244382674813], [-99.16197816024771, 19.387847342824436], [-99.16166247821972, 19.387317954352874], [-99.16141694818197, 19.386700332661437], [-99.16121818516456, 19.386104767092196], [-99.16120429885473, 19.38605606214593], [-99.15993207477716, 19.381593835036625], [-99.1598773030148, 19.38139306842682], [-99.15952285772617, 19.38009383985353], [-99.15941763000536, 19.379785015105863], [-99.15927387908468, 19.37957575705259], [-99.15915719692651, 19.37935312261388], [-99.15913261738932, 19.37930622433537], [-99.1591172540613, 19.379229784145405], [-99.15909818077488, 19.37913487950471], [-99.15910526940802, 19.378840387030177], [-99.15910386667099, 19.378633424470706], [-99.15905614042975, 19.37845460384689], [-99.15885705807831, 19.377766613700604], [-99.15789768155479, 19.374479764393826], [-99.15673618376907, 19.3703215938647], [-99.15652972782968, 19.369582455692463], [-99.15583195827806, 19.367141511963784], [-99.15560009512097, 19.366330453659028], [-99.15492793539894, 19.363979048621808], [-99.15430105205095, 19.361813975634043], [-99.15310731084452, 19.35769097017199]]}"
Av. Division del Norte,Eje Central Calzada de la Candelaria,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Arteria principal,50,19.31069715,-99.13572822,"{""type"": ""LineString"", ""coordinates"": [[-99.14723955294252, 19.336929229126824], [-99.14716450335285, 19.336665198125235], [-99.14644930992041, 19.334297241001813], [-99.14629930189685, 19.333984310897584], [-99.14612708067364, 19.333646723826647], [-99.14600235961298, 19.333424687866277], [-99.14596844358252, 19.33336363890637], [-99.14594459248752, 19.333326235300046], [-99.14338801495114, 19.330012546124905], [-99.14235912604096, 19.328798931718616], [-99.14120162629509, 19.32732051734583], [-99.14005581888398, 19.325919320340425], [-99.13989213256686, 19.325665558950387], [-99.139798596511, 19.325489029209887], [-99.13962321820762, 19.32499253795012], [-99.13916723365705, 19.32275279213732], [-99.13847579889863, 19.319822936167206], [-99.13839556691714, 19.31950896808564], [-99.13833935532159, 19.319281625541738], [-99.13831372354531, 19.319177962155607], [-99.1382903399571, 19.318780753934856], [-99.13826695622227, 19.318482847215893], [-99.13826695627151, 19.31830630976917], [-99.13807934826198, 19.31788326969126], [-99.13749528914819, 19.316474721393057], [-99.13701592109503, 19.315669257230844], [-99.136267638786, 19.313970045426142], [-99.13623256232584, 19.313782468731844], [-99.13648978472874, 19.31298802560999], [-99.13646640155683, 19.312712175929622], [-99.13639624963812, 19.312568734104534], [-99.13626763867731, 19.312414258822724], [-99.1358818049138, 19.312248748052944], [-99.13496983600287, 19.31192876126647], [-99.13474768937127, 19.311873591490127], [-99.1344320075662, 19.311697046327872], [-99.13422155369314, 19.3114984335416], [-99.13403448304429, 19.311156377708624], [-99.13395263978731, 19.310836388704633], [-99.13396433111427, 19.309986759699747], [-99.13391756391962, 19.309666768381753], [-99.13330297814676, 19.308630350833944], [-99.13320435655808, 19.30846403774718], [-99.13224561943726, 19.30725026319085], [-99.13224422696213, 19.307227915699695], [-99.13218716016115, 19.30631234086652], [-99.13216377634059, 19.305528895854827], [-99.13170779157564, 19.302924740876204], [-99.13140380173273, 19.301236431211017], [-99.13131026623115, 19.30062951881133], [-99.13127519099193, 19.299603279005478], [-99.13121673088365, 19.29840047463146], [-99.13133365033552, 19.29644727646065], [-99.13149180427187, 19.295235559529583], [-99.13153241305658, 19.29492442851317], [-99.1319767055455, 19.29271737717874], [-99.13200008921946, 19.292342175270228], [-99.1319883979199, 19.292099397217584], [-99.13170779134273, 19.291713158689387], [-99.12947463572885, 19.289373637762143], [-99.12732332354375, 19.287089260862704], [-99.1270860293772, 19.286861177860057], [-99.12697972173446, 19.28675899555967], [-99.1265484444116, 19.286220643048292], [-99.12628555380927, 19.2859908749611], [-99.1257862631482, 19.285733389061043], [-99.12534011386883, 19.285519237565694], [-99.12515094751112, 19.28539431509463], [-99.12497033782826, 19.28518176095322]]}"
Av. Division del Norte,Glorieta de Vaqueritos,Glorieta de Vaqueritos,Arteria principal,50,19.28462513,-99.1269173,"{""type"": ""LineString"", ""coordinates"": [[-99.12517201066377, 19.28302806891133], [-99.12606362876288, 19.28352788605085], [-99.12680721105566, 19.283850600972034], [-99.12714628395966, 19.28401716300257], [-99.1274258706284, 19.284255108852562], [-99.12755845645489, 19.284471494334593], [-99.12765786818824, 19.284671514495493], [-99.12770545754304, 19.284861871902073], [-99.12772330283605, 19.28509386906836], [-99.12765191974995, 19.28535560918302], [-99.12752104871213, 19.28566493920401], [-99.1270860293772, 19.286861177860057]]}"
Francisco Goytia,Redencion,16 de Septiembre,Arteria principal,50,19.25626048,-99.10777698,"{""type"": ""LineString"", ""coordinates"": [[-99.11029989485093, 19.257268055827005], [-99.10998421372551, 19.257003150351814], [-99.1096101348056, 19.25683866970322], [-99.10910336198982, 19.25667184544609], [-99.10801997180013, 19.256318808920323], [-99.10647663867574, 19.25583314616943], [-99.10526034497033, 19.255456607254633], [-99.10516379965127, 19.25543882561884]]}"
Calzada del Hueso,Calzada de Tlalpan,Canal Nacional,Arteria principal,50,19.30356141,-99.12147647,"{""type"": ""LineString"", ""coordinates"": [[-99.14148516477461, 19.309736702094245], [-99.14033626214405, 19.309287369562142], [-99.13909514468413, 19.308787006416456], [-99.13875775356787, 19.308570940430204], [-99.13819141777401, 19.308298015219762], [-99.13752868565437, 19.308093319781264], [-99.13678160552702, 19.308150179444464], [-99.1352808429045, 19.308285407940946], [-99.13504827450038, 19.30829326916359], [-99.13480752340152, 19.308299636835507], [-99.13469781812283, 19.308291933951782], [-99.13462389446391, 19.308253161269512], [-99.13441164005363, 19.30816410356606], [-99.13423568433863, 19.30808941995939], [-99.13337154475211, 19.30770667312118], [-99.13224422696213, 19.307227915699695], [-99.13120260114438, 19.30678554189446], [-99.12859986947511, 19.30562559007801], [-99.1246160057918, 19.30392792795205], [-99.12424993420704, 19.303771925863273], [-99.1214905565671, 19.302725675738326], [-99.1188637253557, 19.30191824011603], [-99.1164537885997, 19.301258640611625], [-99.11367031145622, 19.30063315666926], [-99.11365951785457, 19.300630793788883], [-99.11216410144421, 19.300303355463384], [-99.10957341927943, 19.29967786744367], [-99.10924807774978, 19.299586887000387], [-99.10904323355065, 19.29956414217434], [-99.1077418672255, 19.299621005238784], [-99.10533193083084, 19.299734730700095], [-99.1008932729226, 19.299950175274322]]}"
Av. Estanislao Ramirez Ruiz,Eje 10 Sur Carretera a Santa Catarina,Riachuelo Serpentino,Arteria principal,50,19.28753349,-98.99922331,"{""type"": ""LineString"", ""coordinates"": [[-98.99813402527647, 19.29420736812561], [-98.99889496385198, 19.289673858838707], [-98.99939880701474, 19.286542325166636], [-99.0001688323976, 19.281472523322844], [-99.00027340286147, 19.28085336844468]]}"
San Rafael Atlixco,Acueducto,Calzada Tlahuac-Tulyehualco,Arteria principal,50,19.28285733,-99.01273359,"{""type"": ""LineString"", ""coordinates"": [[-99.0053938042841, 19.269130794591177], [-99.00543640413278, 19.26944018041643], [-99.00552168496739, 19.26973937976368], [-99.00555837585938, 19.26986565401634], [-99.00556515334563, 19.269885917515296], [-99.00558050236681, 19.26993104269727], [-99.0056347712339, 19.270047767455804], [-99.00577299391405, 19.270317657575603], [-99.00625323928277, 19.271269283911234], [-99.00633766061868, 19.271427462956343], [-99.00638500050334, 19.271497095528613], [-99.00644618116398, 19.27158047893763], [-99.00661892891928, 19.271789700765257], [-99.00678139205606, 19.27199195224546], [-99.00692522217874, 19.27220466599927], [-99.0071771032514, 19.272718451589945], [-99.00771198171111, 19.273827583924188], [-99.00827540653731, 19.27495120747393], [-99.00863577064219, 19.275705524893375], [-99.0095261905977, 19.277150589418323], [-99.00977398018804, 19.277559201175897], [-99.0102275574623, 19.27824142059598], [-99.01098952534818, 19.27924044961401], [-99.01167316759475, 19.280180703754873], [-99.01181794855525, 19.280458721344488], [-99.0121033747458, 19.281234578765194], [-99.01253774413999, 19.282470175657615], [-99.01280593208766, 19.283165940771728], [-99.01339251324528, 19.285123728150765], [-99.01378843110209, 19.28652507757482], [-99.01421077515266, 19.28765359009403], [-99.01450170228044, 19.288112964629267], [-99.01478330569432, 19.288446531562258], [-99.01627742776866, 19.28990475285649], [-99.01758742561493, 19.291161809700984], [-99.01837342491898, 19.292150962410282], [-99.01926567224537, 19.293284358999603], [-99.02008455591165, 19.294283011584135], [-99.0212946522913, 19.295773261221985]]}"
Heberto Castillo,La Turba,Av. Canal de Chalco,Arteria principal,50,19.28250838,-99.05056677,"{""type"": ""LineString"", ""coordinates"": [[-99.05051982001268, 19.28755252836437], [-99.05045771496918, 19.28652907881993], [-99.05051964493737, 19.285932847122996], [-99.05058776735257, 19.285243086473336], [-99.05060634639905, 19.284372113323442], [-99.0506125393685, 19.283547900341095], [-99.05063111800557, 19.282682763384464], [-99.0506125396275, 19.28244894192852], [-99.0505753812674, 19.281922842338428], [-99.05057538123614, 19.280701115973038], [-99.05055130701412, 19.277458152319767]]}"
Av. Canal de Chalco,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Heberto Castillo,Arteria principal,50,19.28863659,-99.07059547,"{""type"": ""LineString"", ""coordinates"": [[-99.08740939036656, 19.30460163003444], [-99.08709186520674, 19.304286190217784], [-99.08677750321473, 19.303923571403722], [-99.08644567606932, 19.303742261880984], [-99.08613131434923, 19.303560952546672], [-99.08583441664811, 19.303165367213328], [-99.08459443297332, 19.30164894751209], [-99.08429044159922, 19.301264389357804], [-99.0836116284929, 19.300473573531317], [-99.08342071222617, 19.30017326276035], [-99.08322979648567, 19.299772847387818], [-99.08315555097448, 19.29963270145114], [-99.0822858212086, 19.29868171012475], [-99.0811191118311, 19.297160113144148], [-99.08030241436353, 19.29619909673135], [-99.07992058161184, 19.295778650639203], [-99.07971905972887, 19.29543828854604], [-99.07915691734489, 19.294787593430833], [-99.07775686488817, 19.29311579777032], [-99.07735382030549, 19.292775430063678], [-99.077088658017, 19.292445072766924], [-99.07610225804218, 19.29111362504858], [-99.07517949610502, 19.2900124193094], [-99.07498858013403, 19.289742122423988], [-99.07471281256576, 19.28953189095433], [-99.07375823120235, 19.288911206461396], [-99.07306881195652, 19.288430675059697], [-99.07253848906514, 19.288100308375878], [-99.07230514693654, 19.287910097697672], [-99.07142481108664, 19.287109205488886], [-99.07057629447064, 19.286368377284248], [-99.06967474562121, 19.285527432703777], [-99.06903835846694, 19.284976812195783], [-99.06884744219992, 19.28480661960526], [-99.06844439684058, 19.28450628016048], [-99.06800953287667, 19.28419592918098], [-99.06723526149955, 19.28372539511722], [-99.06657766065065, 19.283324939180932], [-99.06580339020898, 19.282824368594703], [-99.06514578946302, 19.282403887789798], [-99.0647215316373, 19.28214358960932], [-99.06445637000469, 19.281993417512723], [-99.06302449844745, 19.281502853338402], [-99.06036227839682, 19.280511710694608], [-99.05886676821642, 19.279981096384947], [-99.05792279353481, 19.279690759529103], [-99.0574773221972, 19.279550597141455], [-99.05712730921252, 19.27949052679537], [-99.05655456049095, 19.279440468704777], [-99.05567422486287, 19.27944046880752], [-99.05511208227892, 19.2794204451152], [-99.05480449566717, 19.27939041051446], [-99.05435902424614, 19.279320329230448], [-99.05334080478275, 19.278889827746653], [-99.05264077807023, 19.27859948887099], [-99.05055130701412, 19.277458152319767]]}"
Calzada Xochimilco Tulyehualco,Zacapa,Tlaloc,Arteria principal,50,19.24750063,-99.08785715,"{""type"": ""LineString"", ""coordinates"": [[-99.09399591995053, 19.249074639070233], [-99.09395397446413, 19.248955070082328], [-99.09389606782526, 19.248820364345022], [-99.09381583993316, 19.248628569727217], [-99.0937383505911, 19.24851690767714], [-99.09362007612046, 19.248374442491563], [-99.09342431290627, 19.248239676931657], [-99.09327341191158, 19.248181920665314], [-99.09310211831954, 19.248147267098833], [-99.09269835577605, 19.24807410890557], [-99.09221302424957, 19.248004801122963], [-99.09169098734317, 19.2479470449226], [-99.09128722440508, 19.247896988713038], [-99.09070401186219, 19.2478199806436], [-99.08959468411479, 19.2476813651052], [-99.0879592403329, 19.247492693204887], [-99.08614434747345, 19.247261665896524], [-99.08513697905857, 19.24711919943683], [-99.08483109797774, 19.24709224634858], [-99.08422749316296, 19.247011387056755], [-99.08330577261921, 19.246895873114518], [-99.08255126582267, 19.246784210457367], [-99.08162594176106, 19.24668098962025], [-99.08127443166131, 19.246639036130198]]}"
Av. Guadalupe I Ramirez,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Calzada Guadalupe I. Ramirez,Arteria principal,50,19.27576622,-99.13260204,"{""type"": ""LineString"", ""coordinates"": [[-99.12669590771507, 19.26841763131186], [-99.12770012868496, 19.268788313882297], [-99.12821395885864, 19.269010331334513], [-99.12856161233121, 19.269239637713813], [-99.13114702162298, 19.271762856462956], [-99.13135883428586, 19.272142897271564], [-99.13148009203569, 19.272637778172477], [-99.13173808467408, 19.274086629233693], [-99.1318364992835, 19.27435197588515], [-99.13260061696954, 19.275793286203616], [-99.13267641785464, 19.27611603632329], [-99.13248863752558, 19.27745043362563], [-99.13234235697506, 19.278457350401204], [-99.13244094955603, 19.27864560289106], [-99.13250683728883, 19.278781320272238], [-99.13267791864259, 19.27899211443671], [-99.13345116059611, 19.279694980454952], [-99.13367590587451, 19.279902212583643], [-99.13410525379042, 19.280233436517065], [-99.13433924878402, 19.280354606984194], [-99.13481443748076, 19.280478043075135], [-99.13744805045707, 19.281165645704583], [-99.1378049702517, 19.281272722087756], [-99.13811846366403, 19.281426990406146], [-99.13908159615711, 19.282255546867713]]}"
Calzada Acueducto,Calzada de Tlalpan,Viaducto Tlalpan,Arteria principal,50,19.29495231,-99.15051696,"{""type"": ""LineString"", ""coordinates"": [[-99.15053640518497, 19.298818940407443], [-99.15053642893439, 19.298818889778588], [-99.1505365904394, 19.29881855526284], [-99.15057122755954, 19.29873953920431], [-99.15063714482753, 19.29857135002651], [-99.15064768314238, 19.298526278303964], [-99.15065321609777, 19.298491939873912], [-99.15065657902103, 19.298466069440533], [-99.15065386377724, 19.298418578503927], [-99.15064946639777, 19.29800367384001], [-99.15064191249803, 19.297756929180217], [-99.15063682103695, 19.296215211453656], [-99.15064487676318, 19.29550118022596], [-99.15064797460897, 19.294597962883262], [-99.15062566662685, 19.29395233243245], [-99.15060076995121, 19.293434698575386], [-99.15054417378462, 19.29287007839926], [-99.15050120560022, 19.29267182660179], [-99.15034386341202, 19.292212887407302], [-99.14960107782886, 19.29131259213893]]}"
Casa del Obrero Mundial,Viaducto Miguel Aleman,Eje 2 Poniente Gabriel Mancera,Arteria principal,50,19.40094375,-99.1644455,"{""type"": ""LineString"", ""coordinates"": [[-99.16778126726652, 19.400441817914956], [-99.16583560145425, 19.400746742884866], [-99.16453266651078, 19.400940188283688], [-99.16209080393106, 19.401289490672415], [-99.16198711687571, 19.40130432197226], [-99.16110312148902, 19.401396284524022]]}"
Av. San Fernando,Av. de los Insurgentes Sur,Viaducto Tlalpan,Arteria principal,50,19.2925859,-99.17028618,"{""type"": ""LineString"", ""coordinates"": [[-99.1845677755528, 19.295562185780405], [-99.1831052522206, 19.29535483725154], [-99.18207016096075, 19.29532365489779], [-99.18066943081088, 19.295318077357898], [-99.17949329059645, 19.295290185670865], [-99.17842353498891, 19.295195354822575], [-99.17792707334668, 19.295145150454008], [-99.17687504775229, 19.295067054840434], [-99.17592940756306, 19.29505589799036], [-99.1753561123828, 19.29509494674423], [-99.17519653538584, 19.295072633021828], [-99.17328161300311, 19.294313986694686], [-99.1716799342501, 19.29375057733041], [-99.16789146134735, 19.292434089742656], [-99.16550962921448, 19.29158059834905], [-99.16300368103997, 19.290688052833115], [-99.1621348741734, 19.290386817920407], [-99.16206429668746, 19.290321868410324], [-99.16189846372639, 19.29016925947794], [-99.16143155411375, 19.289650463904398], [-99.16111831054141, 19.289354805353458], [-99.16104147689482, 19.289287863694003], [-99.16059820838251, 19.288953155355173], [-99.1600367338451, 19.28863518099585], [-99.15923884925267, 19.28814427308544], [-99.15840550345149, 19.287536214670112], [-99.15707919369363, 19.28652870187436]]}"
Av. de los Insurgentes Centro,Av. Ribera de San Cosme,Paseo de la Reforma,Arteria principal,50,19.43524758,-99.15766539,"{""type"": ""LineString"", ""coordinates"": [[-99.15567745492746, 19.439804540793276], [-99.15608717642401, 19.438852711669742], [-99.15709577808956, 19.436536396952455], [-99.15803156846664, 19.434387232599555], [-99.15896530037237, 19.432242728080695], [-99.15900555126221, 19.432150287124117], [-99.15972804537503, 19.430725666850176]]}"
Antonio Delfin Madrigal,Eje 10 Sur Av. Pedro Henriquez Ureña,Eje Central Av. Aztecas,Arteria principal,50,19.323435,-99.17362892,"{""type"": ""LineString"", ""coordinates"": [[-99.17059760826209, 19.312192453473276], [-99.1710113717941, 19.31235414287888], [-99.17128715748144, 19.31243573095294], [-99.17140819653119, 19.31248895210521], [-99.17196054622717, 19.312772746453827], [-99.17235749322458, 19.312957126941146], [-99.17281039702027, 19.31346739086445], [-99.17340398696525, 19.314391744853626], [-99.17366473165265, 19.314726160567385], [-99.17399675310594, 19.315181636349692], [-99.17424860972973, 19.315603619763255], [-99.17437292989973, 19.31589418079294], [-99.1743537284199, 19.317820691054287], [-99.17422597068271, 19.32163853836892], [-99.17382850121092, 19.325724205113136], [-99.17368654778538, 19.327197699360514], [-99.1734594222229, 19.32829611394478], [-99.17342834574396, 19.328781962367874], [-99.17339765327426, 19.329141097995862], [-99.17344062333498, 19.329517611022883], [-99.17349586985927, 19.329923085115407], [-99.17365547183097, 19.331116332273435], [-99.17392556670761, 19.33306837326565], [-99.1739255663729, 19.333300068604512], [-99.17365547160541, 19.33394881199756], [-99.17290183951165, 19.33548102854797], [-99.17288693307698, 19.33556121549499], [-99.17288882323605, 19.3356212558729], [-99.17290028296773, 19.335692720292204], [-99.17291827051343, 19.335735816686125], [-99.17295443273913, 19.335802597119706], [-99.17300813445715, 19.335962460692922]]}"
Carretera Picacho Ajusco,Anillo Periferico Boulevard Adolfo Ruiz Cortinez,Ferrocarril de Cuernavaca,Arteria principal,50,19.28299509,-99.21119253,"{""type"": ""LineString"", ""coordinates"": [[-99.20584120873065, 19.30567233252297], [-99.20605915679585, 19.304599196191866], [-99.20618500439159, 19.30406686948686], [-99.20629921914548, 19.303862236260933], [-99.20642770995897, 19.303700432853873], [-99.20668945016722, 19.303429173697808], [-99.20688456626813, 19.30325309414612], [-99.20714620724463, 19.303103040561716], [-99.20773502621587, 19.302718312472713], [-99.20809737608863, 19.302440453398347], [-99.20848237389494, 19.301970227800933], [-99.20873148900984, 19.301264887652753], [-99.20918442727655, 19.299961069586836], [-99.20952413058457, 19.299512211817625], [-99.20995442099013, 19.299084726515623], [-99.21061118079129, 19.298742738089377], [-99.21138117448955, 19.298528995348526], [-99.21210587535194, 19.29837937404985], [-99.21269469435536, 19.298016009647498], [-99.21341939447426, 19.29709690751247], [-99.2144611513766, 19.29562205840595], [-99.21511791124927, 19.294938065303796], [-99.2160011389276, 19.293655572248998], [-99.21643143029746, 19.292971570979315], [-99.21760906849308, 19.28955152433528], [-99.21810729939665, 19.288076606536453], [-99.21837906200464, 19.287242952176882], [-99.21846964955783, 19.286729931645397], [-99.21849229648096, 19.28602452561076], [-99.21837906255247, 19.285468749884416], [-99.21835641586934, 19.285169485092815], [-99.2177675968711, 19.284100676576767], [-99.21548026076226, 19.281535509171725], [-99.21484614844317, 19.280958341099534], [-99.21423468198046, 19.280381170413], [-99.21296645716362, 19.279697114737182], [-99.21165293761062, 19.279141316561805], [-99.21061118072976, 19.2786710245962], [-99.21024883019729, 19.278371747462053], [-99.20970530544233, 19.277666306111], [-99.20852766769394, 19.276063017595614], [-99.20723679520225, 19.27433144920139], [-99.20682915065059, 19.27379701066065], [-99.20639885961702, 19.27324119262006], [-99.20626297914735, 19.272899150438747], [-99.20608180347539, 19.2725998626006], [-99.20599121604197, 19.27219368510728], [-99.20587798169755, 19.271595105689276], [-99.20576474710161, 19.27091101271561], [-99.20567415944171, 19.270440697633635], [-99.20560621884432, 19.269777977502272], [-99.20553827791966, 19.26939317196147], [-99.2054250443774, 19.26879458210891], [-99.20510798787164, 19.26796082977057], [-99.2048633366737, 19.26748482974586], [-99.2047220548608, 19.267140293356636], [-99.20460431961892, 19.266829099206053], [-99.20453367854196, 19.266606817152713], [-99.20454545203488, 19.266373420901722], [-99.20455722493601, 19.266217822923966], [-99.20467496084795, 19.265862170611392], [-99.2047809221983, 19.2656732294837], [-99.20491043012852, 19.26553985986743], [-99.20507525918956, 19.265417603579714], [-99.2052518617487, 19.265339804163226], [-99.20540491711012, 19.265306461499183], [-99.20551087894255, 19.26527311922477], [-99.20580521619867, 19.265273118952315], [-99.20608778077553, 19.265328690572176], [-99.20633502344131, 19.265450945959618], [-99.20655872041841, 19.265595430640268], [-99.20690015205716, 19.265906627232372], [-99.20752414750282, 19.266506790052496], [-99.20781848457744, 19.266762415064804], [-99.20814814254906, 19.267029153313068], [-99.20838361317922, 19.267173635858065], [-99.2088310057439, 19.26738480336253], [-99.20899583525795, 19.267451487090963], [-99.20930194546618, 19.267507057502424], [-99.20940790709855, 19.267529285603576], [-99.20980820676883, 19.26758485571165], [-99.21014963784681, 19.26764042573605], [-99.210679445008, 19.26766265436862], [-99.21130344045142, 19.267729338641836], [-99.21160955194118, 19.267762680464564], [-99.21192743643834, 19.267862706661028], [-99.21230418848248, 19.26799607512551], [-99.21366991481295, 19.26869625605825]]}"
Dr. Jose Maria Vertiz,Eje 1 Sur Dr. Rio de la Loza,Av. Division del Norte,Arteria principal,50,19.39615791,-99.15099471,"{""type"": ""LineString"", ""coordinates"": [[-99.15583195827806, 19.367141511963784], [-99.15567377535668, 19.367684835915906], [-99.1551430703878, 19.370073187735578], [-99.15434495280874, 19.37366485589111], [-99.15362666997814, 19.37764576661833], [-99.15316707132797, 19.380221629209604], [-99.15301612931997, 19.381067579307338], [-99.15256720286183, 19.38359154299286], [-99.15237383234661, 19.38457453306223], [-99.15192074788668, 19.38687771883681], [-99.15159752061955, 19.388622413892822], [-99.15132816428488, 19.391332583280953], [-99.1512982796747, 19.392048599860306], [-99.15129790418005, 19.392057594069026], [-99.1512383792852, 19.39348374809744], [-99.15107275984334, 19.395573914170676], [-99.15071762459026, 19.4000556345959], [-99.15054256724818, 19.402020523873528], [-99.15053805362501, 19.402071186003695], [-99.15034052564734, 19.403172106441346], [-99.15022608617544, 19.40403562579294], [-99.15017891183736, 19.404391579326926], [-99.14987364210218, 19.40593284455545], [-99.14970250290908, 19.4068936537323], [-99.14968509285482, 19.406991397013126], [-99.14946062927791, 19.408168499660274], [-99.14915535927011, 19.409946839327482], [-99.14893987398274, 19.411242475324666], [-99.14874234671828, 19.412368738027265], [-99.14850890447781, 19.41356273776933], [-99.14833143747275, 19.414630759057303], [-99.1483203555986, 19.41469745219299], [-99.14819289067526, 19.415489788050486], [-99.14812282731305, 19.415925307023066], [-99.14802406378095, 19.416501124661586], [-99.14772777235346, 19.41807614666125], [-99.14749433015105, 19.41931244328645], [-99.1470723392113, 19.421598719491236], [-99.14689276855152, 19.422521688820026], [-99.14666830462664, 19.42391883503466], [-99.14645604353835, 19.425236741421347]]}"
Av. Vito Alessio Robles,Av. Universidad,Av. de los Insurgentes Sur,Arteria principal,50,19.35132114,-99.18206416,"{""type"": ""LineString"", ""coordinates"": [[-99.17751963590426, 19.351946035488766], [-99.1777297905087, 19.351981333628405], [-99.17800774417141, 19.351920261951655], [-99.17873880125893, 19.351812487487948], [-99.18080631982951, 19.351546645515473], [-99.18102716036975, 19.35152149769229], [-99.18242835189965, 19.35129876456948], [-99.1838561959089, 19.35106884619037], [-99.18498704921376, 19.35091796139167], [-99.18550488093635, 19.35076707759391], [-99.18603413548551, 19.35060541542823], [-99.18640347113458, 19.350461716204837], [-99.18654545299664, 19.35038359521151]]}"
